ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8643978507041015,Elsieni Coelho da Silva,Silva,"SILVA;Elsieni Coelho da;Elsieni Coelho da Silva;SILVA, Elsieni Coelho da;SILVA, ELSIENI COELHO",UBERLANDIA,MG,"Doutora em Educação pela Universidade Federal de Goiás (2013);  mestre em Educação pela Universidade Estadual de Campinas (1999); graduada em Educação Artística Hab. Artes Plásticas pela Universidade Federal de Uberlândia (1990); Professora do Mestrado Profissional em Artes e do curso de Artes Visuais, da Universidade Federal de Uberlândia; tem experiência no ensino de artes visuais em todos os níveis; estudos investigativos com ênfase  em pesquisa na formação do professor, docência universitária,  processo de criação e metodologias do ensino em Artes; produção poética em objetos, instalação e pintura.",02-03-2022,Universidade Federal de Uberlândia,
