TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Registro e memória musical no contexto das relações interculturais,2002,Português,Impressum Typis Verlag Franz Schmidt,['Rosângela Pereira de Tugny'],['1'],['1']
Epifania Sonora,2002,Português,UFMG,['Rosângela Pereira de Tugny'],['1'],['1']
Miroirs Croisés. Andrée Schaeffner et ses variations sur Debussy,2004,Francês,Editions Rue d' Ulm/ Presses de l' Ecole Normale Supérieure,['Rosângela Pereira de Tugny'],['1'],['1']
L'autre moitié de l'art,2006,Francês,Éditions Contrechamps,['Rosângela Pereira de Tugny'],['1'],['1']
A misteriosa ciência dos Maxakali,2006,Português,Instituto Sócio Ambiental,['Rosângela Pereira de Tugny'],['1'],['1']
Apresentação,2009,Português,Azougue,"['Ana Cristina Santos Alvarenga', 'Rosângela Pereira de Tugny']","['1', '2']",['2']
Apresentação,2006,Português,Editora UFMG,"['Rosângela Pereira de Tugny', 'Ruben Caixeta de Queiroz']","['1', '2']",['1']
Sons e rituais sagrados - A experiência indígena,2006,Português,Editora UFMG,"['Benvinda Pankararu', 'Rosângela Pereira de Tugny']","['1', '2']",['2']
Nossa música - Tradição e atualização dos cantos Huni Kuin,2006,Português,Editora UFMG,"['Joaquim Maná', 'Isaías Sales Ibã Kaxinawá', 'Rosângela Pereira de Tugny']","['1', '2', '3']",['3']
Notas sobre alguns traços poéticos do repertório dos yamiyxop dos povos Tikmu un,2014,Português,Editora da Universidade do Estado do Rio de Janeiro,['Rosângela Pereira de Tugny'],['1'],['1']
Modos de escutar ou: como colher o canto das árvores?,2015,Português,EdUEMG,['Rosângela Pereira de Tugny'],['1'],['1']
Prefácio,2016,Português,Porto de idéias,['Rosângela Pereira de Tugny'],['1'],['1']
Etnomusicologia no Brasil: reflexões introdutórias,2016,Português,EDUFBA,"['Rosângela Pereira de Tugny', 'ANGELA LUHNING']","['1', '2']",['1']
A memória das canções como um território de resistência entre os povos indígenas da América do Sul.  Um projeto coletivo de documentação,2016,Português,EDUFBA,"['Ana Paula Lima Rodgers', 'José Ricardo Jamal Júnior', 'Deise Lucy Montardo', 'Izaque João', 'Leonardo Pires Rosse', 'Marília Raquel Albormoz Stein', 'Rosângela Pereira de Tugny', 'Spensy Mitta Pimentel', 'Vherá Poty Benites', 'Verônica Aldé']","['1', '10', '2', '3', '4', '5', '6', '7', '8', '9']",['6']
Homenagem ao pajé Toninho Maxakali,2016,Português,EDUFBA,['Rosângela Pereira de Tugny'],['1'],['1']
A música dos povos originários do Brasil,2019,Português,SESC - DEPARTAMENTO NACIONAL,"['Rosângela Pereira de Tugny', 'eduardo pires rosse']","['1', '2']",['1']
Fragmentos de um cinema-jiboia tikm&amp;#361;?&amp;#361;n,2019,Português,ASSOCIAÇÃO FILMES DE QUINTAL,"['isael maxakali', 'SUELY MAXAKALI', 'André Brasil', 'Rosângela Pereira de Tugny']","['1', '2', '3', '4']",['4']
"De cosmopistas, palavras-comida, protopalavras e cantos colhidos",2019,Português,EDUFES,['Rosângela Pereira de Tugny'],['1'],['1']
Conhecimentos tradicionais e território na formação universitária,2020,Português,EDUFBA,['Rosângela Pereira de Tugny'],['1'],['1']
Imagens de violências nos territórios tikm&amp;#361;?&amp;#361;n,2020,Português,HUCITEC,"['Rosângela Pereira de Tugny', 'José Ricardo Jamal Júnior']","['1', '2']",['1']
"Cantos, luto e resiste&amp;#770;ncia Tikmu&amp;#771;?u&amp;#771;n (Maxakali) no filme GRIN (2016)",2020,Português,EDUFBA,"['Bernard Pego Belisário', 'Rosângela Pereira de Tugny']","['1', '2']",['2']
?...CERCADOS POR UM MONTE DE ONC&amp;#807;AS AO REDOR. TRAVESSIAS DO CINEMA EM TERRAS ANCESTRAIS,2021,Português,CINE OP,"['Rosângela Pereira de Tugny', 'Sueli Maxakali']","['1', '2']",['1']
Fragmentos de um cinema-jibóia tikmu?um.,2021,Português,Filmes de Quintal,"['Rosângela Pereira de Tugny', 'Sueli Maxakali', 'André Brasil', 'isael maxakali']","['1', '2', '3', '4']",['1']
Os cantos como regimes de suplementação de corpos entre os povos tikmu?un,2016,Português,Editora UFMG,['Rosângela Pereira de Tugny'],['1'],['1']
