PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Dramaturgias em dança no ensino superior: problemas e propostas,2022,ATUAL,PESQUISA,"['Daniella de Aguiar', 'Rita Ferreira de Aquino']","['SIM', 'NAO']"
Técnicas de dança &amp; próteses cognitivas,2006,2010,PESQUISA,"['Daniella de Aguiar', 'João Queiroz']","['SIM', 'NAO']"
Tradução intersemiótica de literatura para dança,2013,2015,PESQUISA,['Daniella de Aguiar'],['SIM']
"Dança, vídeo e mídias locativas",2013,2015,PESQUISA,"['Daniella de Aguiar', 'João Queiroz', 'Adriano Mattos Corrêa', 'Alfredo Luiz Paes de Oliveira Suppia']","['NAO', 'SIM', 'NAO', 'NAO']"
Dança e Literatura -- Gertrude Stein em transposição intersemiótica,2007,2018,PESQUISA,"['Daniella de Aguiar', 'João Queiroz', 'Mariana Salimena']","['SIM', 'NAO', 'NAO']"
"Dança, criatividade e cognição distribuída",2016,2018,PESQUISA,"['Daniella de Aguiar', 'João Queiroz', 'Pedro Atã']","['SIM', 'NAO', 'NAO']"
Sala Aberta,2017,2018,EXTENSAO,"['Daniella de Aguiar', 'Ricardo Alvarenga', 'Fernando Borges Barcellos']","['SIM', 'NAO', 'NAO']"
Circulandô III - Ações Artísticas e Formativas do Curso de Dança da UFU,2017,2017,EXTENSAO,"['Daniella de Aguiar', 'Ricardo Alvarenga']","['SIM', 'NAO']"
Corpo e Consciência,2018,2018,EXTENSAO,['Daniella de Aguiar'],['SIM']
Trilogia da Separação,2017,2019,EXTENSAO,"['Daniella de Aguiar', 'Alexandre José Molina', 'Claudia Goes Müller', 'Ana Maria Krein', 'Marcelo de Souza Camargo', 'Luciana de Almeida Nóbrega', 'Milene Paula Chinquio']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
PROGRAMA LICOR 2020 - EDIÇÃO VIRTUAL,2020,2020,EXTENSAO,"['Daniella de Aguiar', 'Alexandre José Molina', 'Claudia Goes Müller', 'Vivian Vieira Peçanha Barbosa', 'Ricardo Alvarenga', 'Juliana Soares Bom-Tempo', 'Jarbas Siqueira Ramos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Dramaturgias Plurais,2020,2020,EXTENSAO,"['Daniella de Aguiar', 'Claudia Goes Müller']","['SIM', 'NAO']"
Dramaturgias plurais: dramaturgistas,2021,ATUAL,EXTENSAO,"['Daniella de Aguiar', 'Claudia Goes Müller']","['SIM', 'NAO']"
Dramaturgias plurais: dramaturgias do sul,2021,2021,EXTENSAO,"['Daniella de Aguiar', 'Claudia Goes Müller']","['SIM', 'NAO']"
Curso de feedback artístico (DAS Feedback Method) com Manolis Tsipos,2022,ATUAL,EXTENSAO,"['Daniella de Aguiar', 'Claudia Goes Müller']","['SIM', 'NAO']"
Tradução intersemiótica: uma ferramenta para criação em dança,2016,ATUAL,PESQUISA,"['Daniella de Aguiar', 'João Queiroz', 'Adriano Mattos Corrêa', 'Renata Almeida Silva', 'Marcelo de Souza Camargo', 'Sara de Oliveira Valadão', 'Fernando Borges Barcellos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
