ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
3726730187855170,Maria Clara Guimaraes Ferrer Carrilho,Carrilho,"CARRILHO, M. C. G. F.;Ferrer, Maria Clara",,,"Professora de Cenografia, Indumentária e História da Arte nos cursos de gradução e pós-graduação de Teatro da Universidade Federal de São João Del Rei. Possui doutorado em Etudes Théâtrales / Artes cênicas - Université Sorbonne Nouvelle - Paris 3 (2014). Tem experiência na área de Artes Cênicas, com ênfase em direç&amp;#257;o, cenografia e dramaturgias contemporâneas. Entre 2008 e 2015, lecionou na Université Sorbonne Nouvelle - Paris 3 e em 2015 na Universidade de Poitiers.&amp;#10;Em sua tese de doutorado dirigida por Joseph Danan, debruçou-se sobre a noção de &amp;quot;Cena-paisagem&amp;quot;. Nos úiltimos anos publicou diversos artigos em periodicos brasileiros e estrangeiros interessando-se por questões de composição e percepção do espaço cênico..&amp;#10;Buscando sempre aliar prática e teoria, criou em 2007 a companhia PlayGround com a qual  dirigiu, junto a artistas brasileiros e franceses, diversos espetáculos, estágios de formação e laboratórios de dramaturgia, jogos de composição cênica.&amp;#10;Em 2014, trabalhou como assistente de direção do Antônio Araújo no projeto « Dire ce qu?on ne pense pas dans des langues qu?on ne parle pas » criado na Bolsa de valores de Bruxelas, e depois no Hotel des Monnaies no Festival de Avignon.&amp;#10;É  tradutora de peças e livros de teatro, tendo traduzido peças de Copi, Jean-Luc Lagarce, Rodrigo de Roure e Newton Moreno. Realiza também traduç&amp;#333;es simultâneas em eventos teatrais.&amp;#10;Em 2016, dirige o espetáculo Motriz, apresentado em várias cidades do Brasil e no exterior (França e Itália). E em 2017, cria junto com um grupo de alunos do curso de teatro da UFSJ, O Jardim das Cerejeiras de A. Tchekhov. &amp;#10;Com o grupo e programa Caixa Preta (DEACE/UFSJ), fez a dramaturgia e direç&amp;#257;o dos espetáculos Espectador em cena (2018) e Levantes. Aç&amp;#333;es para estar sobre a terra (2019). Também em 2019, escreveu e dirigiu a peça Por vis&amp;#333;es, convidada pela Cia Passo a 2.&amp;#10;Foi coordenadora da área de Artes Cênicas do Inverno Cultural (UFSJ) nas ediç&amp;#333;es de 2018 e 2019.&amp;#10;Realizou, entre 2019 e 2020, pós-doutorado na Université Paris Nanterre com a supervis&amp;#257;o do professor Christophe Triau, com projeto intitulado:&amp;quot;Empreintes Photographiques sur les pratiques scéniques contemporaines&amp;quot; (Inscriç&amp;#333;es fotográficas no fazer da cena contemporânea).",23-05-2022,,
