ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
7159513683604358,Narciso Larangeira Telles da Silva,Silva,"TELLES, N.;TELLES, NARCISO",Angra dos Reis,RJ,"Teatreiro, ator e diretor. Pós-Doutor em Teatro (UDESC, 2012), (UAM/Universidad Castilla de la Macha, 2017 - Programa Estágio Sênior/CAPES). É professor do Curso de Teatro (licenciatura e bacharelado), do Programa de Pós-Graduação em Artes Cênicas e Mestrado Profissional em Artes na Universidade Federal de Uberlândia (UFU) e colaborador no Programa de Pós-Graduação em Educação/UFU e no PPGAC/UFMA. Pesquisador do CNPq e do GEAC/UFU. Tem estudos, publicações e prática artística na área de Artes/Teatro, com ênfase em Interpretação/Atuação/Improvisação; Pedagogia do Teatro e Cena Contemporânea; Artes do Corpo e Educação. Membro do Núcleo 2  Coletivo de Teatro -Uberlândia-MG. Ex-Presidente da Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas (ABRACE), gestão 2015 -2016.",26-04-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-7016-7805
