TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Um Universo musical bem bachiano: diversidade cultural e diálogos musicais nas Bachianas Brasileiras de Heitor Villa-Lobos (1930 - 1945),2006,,Português,Ciência &amp; Conhecimento,XX,1806-194X,['Loque Arcanjo Junior'],['1'],['1'],-99
Francisco Curt Lange e modernismo misical no Brasil: Política e Redes Sociais entre os anos 1930 e 1940,2010,10.11248/ehum.v3i2.423,Português,"E-Hum Revista Científica do Departamento de Ciências Humanas, Letras e Artes do UNI-BH",B2,1984-767X,['Loque Arcanjo Junior'],['1'],['1'],-99
As representações da nacionalidade nas Bachianas Brasileiras de H. VillaLobos.,2010,10.20873/vol2n0pp%p,Português,Escritas (Goiânia),XX,1981-5603,['Loque Arcanjo Junior'],['1'],['1'],-99
Francisco Curt Lange e Mário de Andrade entre o Americanismo e o Nacionalismo musicais (1932-1944),2011,,Português,Temporalidades,B4,1984-6150,['Loque Arcanjo Junior'],['1'],['1'],-99
Heitor Villa-Lobos entre o nacionalismo de Mário de Andrade e o Americanismo de Francisco Curt Lange,2011,,Português,Modus : revista da Escola de Música da UEMG,XX,1679-9003,['Loque Arcanjo Junior'],['1'],['1'],-99
História da Música: Reflexões teórico-metodológicas,2012,,Português,Modus : revista da Escola de Música da UEMG,XX,1679-9003,['Loque Arcanjo Junior'],['1'],['1'],-99
O violão de Heitor Villa-Lobos: entre a Belle Époque carioca e as rodas de choro,2013,10.11248/ehum.v6i1.907,Português,"E-Hum Revista Científica do Departamento de Ciências Humanas, Letras e Artes do UNI-BH",B2,1984-767X,['Loque Arcanjo Junior'],['1'],['1'],-99
"UM EM CASA DE OUTROA ? Concubinato, família e mestiçagem na Comarca do Rio das Velhas (1720-1780)",2013,10.11248/ehum.v6i2.1386,Português,"E-Hum Revista Científica do Departamento de Ciências Humanas, Letras e Artes do UNI-BH",B2,1984-767X,"['Loque Arcanjo Junior', 'Balthazar, Sabrina']","['1', '2']",['1'],-99
"Práticas musicais, redes de sociabilidade e cultura intelectual na correspondência entre Francisco Curt Lange e Cláudio Santoro(1940-1946)",2016,10.11248/ehum.v9i1.1897,Português,"E-Hum Revista Científica do Departamento de Ciências Humanas, Letras e Artes do UNI-BH",B2,1984-767X,"['Loque Arcanjo Junior', 'MIRANDA, Márcio Antônio de']","['1', '2']",['1'],-99
Um músico brasileiro em Nova York: o Pan-Americanismo na obra de Heitor Villa-Lobos (1939-1945),2016,10.22409/rep.v6i12.39802,Português,Revista Estudos de Politica,A4,2177-2851,['Loque Arcanjo Junior'],['1'],['1'],-99
"Resenha do livro 'Villa-Lobos, um Compêndio: Novos Desafios Interpretativos'",2018,10.11606/rm.v18i1.147435,Português,REVISTA MÚSICA (ONLINE),XX,2238-7625,['Loque Arcanjo Junior'],['1'],['1'],-99
"Heitor Villa-Lobos e a internacionalização da ?Educação musical?: iconografia, americanismo musical e pan-americanismo (1933-1946)",2019,10.11248/ehum.v12i1.2868,Português,"E-Hum Revista Científica do Departamento de Ciências Humanas, Letras e Artes do UNI-BH",B2,1984-767X,"['Loque Arcanjo Junior', 'Alexandre Reis', 'Juliana Caetano']","['1', '2', '3']",['1'],-99
Heitor Villa-Lobos e a ?Embaixada Artística Brasileira? na Argentina (1940),2020,10.11606/rm.v20i1.169940,Português,REVISTA MÚSICA (ONLINE),XX,2238-7625,['Loque Arcanjo Junior'],['1'],['1'],-99
"Os sons das imagens: reflexões teórico-metodológicas acerca de iconografia, música e história",2020,,Português,Linguagem nas Artes,XX,2675-8741,['Loque Arcanjo Junior'],['1'],['1'],-99
"Forma, significação e identidade nacional nos Quartetos de cordas de Villa-Lobos",2020,10.47146/rbm.v32i2.36082,Português,REVISTA BRASILEIRA DE MUSICA (RIO DE JANEIRO. 1934),B1,0103-7595,['Loque Arcanjo Junior'],['1'],['1'],-99
Editorial,2019,10.11248/ehum.v12i2.3053,Português,"E-Hum Revista Científica do Departamento de Ciências Humanas, Letras e Artes do UNI-BH",B2,1984-767X,"['Loque Arcanjo Junior', 'Rangel Cerceau Netto']","['1', '2']",['1'],-99
(Re)dimensionando as fronteiras do nacional: identidades musicais de Heitor Villa-Lobos entre o Americanismo e o Pan-americanismo,2011,10.21902/Revrima.v1i13.189,Português,Relações Internacionais no Mundo Atual,XX,1518-9368,['Loque Arcanjo Junior'],['1'],['1'],-99
