PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Clown Visitador,1992,1994,PESQUISA,['Ana Elvira Wuo'],['SIM']
Elaboração de técnicas  de representação para o ator-LUME - Núcleo Interdisciplinar de Pesquisas Teatrais,1994,1998,PESQUISA,"['Ana Elvira Wuo', 'Ricardo Puccetti', 'Josefa Bárbara Iwanowicz', 'Márica Strazzacappa', 'Carlos Simioni', 'Wellington Oliveira', 'Luciene Pascolat', 'Ana Cristina Colla', 'Jesser de Souza', 'Raquel Scotti Hirson', 'Renato Ferracini', 'Adelvane Lima', 'Cíntia Vieira', 'Fábio Leirias', 'Pérola Regina']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Clown, processo criativo: rito de iniciação e passagem",2001,2005,PESQUISA,['Ana Elvira Wuo'],['SIM']
O clown visitador no tratamento de pacientes infantis hospitalizados,1995,1999,PESQUISA,['Ana Elvira Wuo'],['SIM']
"A escuta do olhar ou o olhar escuta na formação e na cena clownesca/ palhacesca: entrelaçamento de saberes das artes cênicas, educação física e educação.",2019,ATUAL,PESQUISA,"['Ana Elvira Wuo', 'Marco Antonio Coelho Bortoleto']","['SIM', 'NAO']"
Alegria: linguagem a aprendizagem de clown e o sentido da comicidade para a juventude universitária,2008,2011,PESQUISA,['Ana Elvira Wuo'],['SIM']
"COMICIDADE E CRIAÇÃO: ARTE, CONTEXTO, APRENDIZAGEM E LINGUAGEM MEDIADORA AO ARTISTA DA CENA.",2014,ATUAL,PESQUISA,"['Ana Elvira Wuo', 'Gleuter Alves Guimaraes', 'Maria Cristina G.Palhares Viso', 'Thiago Fernandes Coelho', 'Maria Aparecida da Silva Machado', 'Nelia Angélica de Araujo', 'José Paulo Denczuk', 'Lucas Sah Souza', 'Vitor Marchitelli', 'Agnaldo Mendes Freire', 'Frederico de Carvalho Ferreira', 'Agnaldo Mendes Freire', 'Thiago Henrique Fernandes Coelho', 'Wesley dos Santos Nunes', 'Guilherme Rodrigues']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Pediatras do Riso,2014,ATUAL,EXTENSAO,"['Ana Elvira Wuo', 'Vilma Campos dos Santos Leite']","['SIM', 'NAO']"
"COMICIDADE, CRIAÇÂO E ATUACÂO: ARTE, CONTEXTO, ENSINO, APRENDIZAGEM E LINGUAGEM MEDIADORA AO ARTISTA DA CENA",2020,ATUAL,PESQUISA,"['Ana Elvira Wuo', 'Marco Antonio Coelho Bortoleto']","['SIM', 'NAO']"
Palhaços Visitadores no contexto hospitalar,2020,ATUAL,EXTENSAO,['Ana Elvira Wuo'],['SIM']
Comicidade e criação em contextos diferenciados de formação do artista da cena .,2022,ATUAL,PESQUISA,"['Ana Elvira Wuo', 'André Garcia Alves', 'Amanda Akari de Mello']","['SIM', 'NAO', 'NAO']"
Pediatras do Riso: atuação de palhaços visitadores no contexto hospitalar,2017,2018,EXTENSAO,"['Ana Elvira Wuo', 'Vilma Campos dos Santos Leite']","['SIM', 'NAO']"
