TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"The biological substrate of icons, indexes and symbols in animal communication: a neurosemiotic analysis of Vervet monkey alarm-calls",2002,Inglês,Berghahn Books - https://www.dca.fee.unicamp.br/projects/artcog/files/Queiroz&amp;Ribeiro.pdf,"['Alvaro Joao Magalhaes de Queiroz', 'Sidarta Ribeiro']","['1', '2']",['1']
Sobre o modelo triádico de representação de Charles S. Peirce,2002,Português,Iluminuras,['Alvaro Joao Magalhaes de Queiroz'],['1'],['1']
Synthetic approach to semiotic artificial creatures,2004,Inglês,Idea Group Inc. (IGI) - https://www.igi-global.com/chapter/synthetic-approach-semiotic-artificial-cr,"['Angelo Loula', 'Ricardo Gudwin', 'Sidarta Ribeiro', 'Ivan de Araújo', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3', '4', '5']",['5']
Teorias do controle motor: implicações clínicas das visões representacionalista e ecológica,2007,Português,Atheneu Editora Sao Paulo,"['Alvaro Joao Magalhaes de Queiroz', 'Sandra Alouche']","['1', '2']",['1']
Sobre a noção de consciência e self para C.S. Peirce,2003,Português,Unesp Marília Publicações,['Alvaro Joao Magalhaes de Queiroz'],['1'],['1']
Sobre a síntese de sistemas e criaturas artificiais,2007,Português,EDUFBA,['Alvaro Joao Magalhaes de Queiroz'],['1'],['1']
"Estruturalismo hierárquico, semiose e emergência",2007,Português,EDUFBA,"['Charbel Nino El-Hani', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2']",['2']
The biosemiotic approach in biology: theoretical bases and applied models,2011,Inglês,MIT Press,"['Alvaro Joao Magalhaes de Queiroz', 'Claus Emmeche', 'Kull, Kalevi', 'Charbel Nino El-Hani']","['1', '2', '3', '4']",['1']
Information and Semiosis in Living Systems: A Semiotic Approach,2010,Inglês,Springer,"['Alvaro Joao Magalhaes de Queiroz', 'Claus Emmeche', 'Charbel Nino El-Hani']","['1', '2', '3']",['1']
On Building Meaning: a biologically-inspired experiment on symbol-based communication,2010,Inglês,Springer,"['LOULA, A', 'GUDWIN, R', 'RIBEIRO, S', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3', '4']",['4']
Técnicas de dança e artefatos cognitivos,2009,Português,Editora Letradágua,"['Aguiar, Daniella', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2']",['2']
"Meaning, icons and abduction",2006,Inglês,Legas,"['Floyd Merrell', 'Priscila Farias', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2', '3']",['3']
Hypoicons in the context of Peirce s extended theory of signs,2006,Inglês,Legas - https://www.pdcnet.org/cpsem/content/cpsem_2006_0061_0072,"['Priscila Farias', 'Alvaro Joao Magalhaes de Queiroz']","['1', '2']",['2']
Bulding adaptive and cognitive systems,2010,Inglês,UEFS,"['Alvaro Joao Magalhaes de Queiroz', 'Angelo Loula']","['1', '2']",['1']
Símbolos em criaturas não humanas,2010,Português,Mauad X,['Alvaro Joao Magalhaes de Queiroz'],['1'],['1']
Complexification,2012,Inglês,Tartu University Press,['Alvaro Joao Magalhaes de Queiroz'],['1'],['1']
Peirce?s ten classes of signs: Modeling biosemiotic processes and systems,2012,Inglês,Tartu University Press,['Alvaro Joao Magalhaes de Queiroz'],['1'],['1']
