TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
"O acontecimento teatral como proposta política, paralelos entre o teatro do oprimido e o teatro pós-dramático",2008,10.5965/1808312903052008983,Português,DAPESQUISA,A4,1808-3129,"['Heloisa Marina da Silva', 'Stephan Baumgärtel']","['1', '2']",['1'],-99
AUTOBIOGRAFIAS E A POSSIBILIDADE DE UMA CENA ENGAJADA: AS EXPERIÊNCIAS DE PROYECTO PROMETEU E TESTIGO DE LAS RUÍNAS DO GRUPO MAPA TEATRO,2013,10.22456/2236-3254.24525,Português,REVISTA CENA,XX,2236-3254,"['Heloisa Marina da Silva', 'Stephan Baumgärtel']","['1', '2']",['1'],-99
"Teatro Menor: crises e potências na intersecção dos processos de gestão, produção e criação artística de um teatro Latino-Americano",2017,10.11606/issn.2238-3999.v6i2p57-80,Português,REVISTA ASPAS,B1,2238-3999,['Heloisa Marina da Silva'],['1'],['1'],-99
Economic sustainability of a Latin American minor theater,2018,10.32870/cor.a4n6.7076,Português,Córima,XX,2448-7694,['Heloisa Marina da Silva'],['1'],['1'],-99
Possíveis Processos Da Escrita Teatral Contemporânea,2009,10.5965/1808312904062009146,Português,DAPESQUISA,A4,1808-3129,"['Heloisa Marina da Silva', 'Stephan Baumgärtel']","['1', '2']",['1'],-99
Plantação de Bananeira - A atentividade e a imediação como procedimentos de estudo da dança na Escola Básica Municipal Victor Miguel (Florianópolis - SC),2019,10.15210/interfaces.v19i1.15834,Português,Revista Interfaces Brasil-Canadá,A4,1984-5677,"['Felipe Ferro', 'Heloisa Marina da Silva']","['1', '2']",['2'],-99
"Produção artística, democracia e Estado reflexões sobre diferentes perspectivas governamentais para as artes",2019,10.9771/pcr.v12i2.32619,Português,POLÍTICAS CULTURAIS EM REVISTA,B3,1983-3717,['Heloisa Marina da Silva'],['1'],['1'],-99
"Theater, is it Real? Thoughts on the notion of the Real in contemporary stages",2020,10.1590/2237-266092337,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Heloisa Marina da Silva'],['1'],['1'],-99
Uma primeira vez: sobre encontros e um processo de mediação em teatro na comunidade,2020,10.5965/2358092521232020330,Português,REVISTA NUPEART (ONLINE),XX,2358-0925,['Heloisa Marina da Silva'],['1'],['1'],-99
Vestígios pós-dramáticos no trabalho -Desvio- do Erro Grupo de Florianópolis: entrelaçamentos cênicos entre espaço ficcional e espaço social,2008,10.5965/1808312903052008926,Português,DAPESQUISA,A4,1808-3129,"['SCHMIDT, ELISA', 'RIBEIRO, ELISZA PERESSONI', 'Heloisa Marina da Silva', 'BAUMGÄRTEL, STEPHAN ARNULF']","['1', '2', '3', '4']",['3'],-99
Teatro e a condição de pós-autonomia da arte,2019,10.11606/issn.2238-3999.v9i2p122-145,Português,REVISTA ASPAS,B1,2238-3999,['Heloisa Marina da Silva'],['1'],['1'],-99
