ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9423809653679928,Maria Beatriz Braga Mendonça,Mendonça,"MENDONÇA, M. Beatriz;BRAGA, Bya;MENDONÇA, M. B. Braga;BRAGA - UNIVERSIDADE FEDERAL DE MINAS GERAIS, BYA;MENDONÇA, MARIA BEATRIZ BRAGA;Bya Braga (Maria Beatriz Braga Mendonça);BRAGA (MARIA BEATRIZ BRAGA MENDONÇA), BYA",Pedro Leopoldo,MG,"BYA BRAGA (nome artístico de Maria Beatriz Braga Mendonça). Atriz e Diretora Teatral. Professora Associada da UFMG. Pesquisadora do CNPq (Artes-Teatro). Professora no Curso de Graduação em Teatro e no Programa de Pós-Graduação em Artes da Escola de Belas Artes da UFMG, linha de pesquisa Artes da cena. Pós-doutora em Estudos da performance pelo Performance Studies Department, New York University (2018). Doutora em Artes Cênicas pela UNIRIO-RJ com estágio doutoral junto à Universidad Castilla-La Mancha, com supervisão do Prof. Dr. José A. Sánchez, e ao Instituto de Teatro-Barcelona/ES, com prática como pesquisa na Escola MOVEO-Centro de teatro físico e Mímica Corporal/Barcelona/ES. Líder do Grupo de pesquisa LAPA-Laboratório de Pesquisa em Atuação/UFMG/CNPq. Diretora da Escola de Belas Artes da UFMG (2013-2017). Integrou comissões de criação da Graduação em Artes Cênicas da UFMG (1995-1998). Integrou comitê científico e editorial da ABRACE-Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas, participando de sua diretoria (gestão 2013-2014) e coordenando o GT Territórios e Fronteiras (2008-2012). Autora e organizadora de publicações na área, entre elas os livros: &amp;quot;Étienne Decroux e a artesania de ator. Caminhadas para a soberania&amp;quot; (Ed. UFMG, 2013), &amp;quot;Bufão e suas artes: artesania, disfunção e soberania&amp;quot; (Paco editorial, 2017) e &amp;quot;Múltiplos olhares sobre processos descoloniais nas Artes Cênicas&amp;quot; (Paco editorial, 2018). Membro de conselho editorial na área. Criadora de atividades artísticas performativas. Atuou em &amp;quot;It takes two to tangle&amp;quot;, peça com bases no teatro físico e que foi apresentada no Dixon Place, em Nova York, 2018.  Foto: Alexandre Brum Correa.",02-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-4420-6786
