ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4914387623340808,Heloisa Marina da Silva,Silva,"MARINA, Heloisa;MARINA, HELOISA;SILVA, Heloisa Marina.;SILVA, Heloisa.;SILVA, HELOISA MARINA DA",Florianópolis,SC,"Heloisa Marina. Atriz, pesquisadora, produtora e professora na Universidade Federal de Minas Gerais, Escola de Belas Artes, Departamento de Artes Cênicas e Programa de Pós Graduação em Artes (linha de pesquisa Artes da Cena). Atua no campo de gestão e produção teatral, diversidade e políticas culturais. Tem doutorado pelo Programa de Pós-Graduação em Teatro da UDESC e Universidad Veracruzana de Xalapa - México (2013-2017), tendo investigado as relações entre produção, gestão e criação estética no âmbito do teatro contemporâneo latino-americano. A dupla condição de artista e produtora marca sua trajetória profissional: fundadora de dois grupos, a Cia Entrecontos, (vinculada de 2006 a 2019) e a Dearaquecia (2007 a 2015). Nestes, no âmbito das funções atriz-produtora, foi gestora financeira, representante comercial (participando de feiras de negócios no Brasil, Argentina e Chile) e redatora de projetos. Como atriz se apresentou em diversos espetáculos teatrais, em festivais e encontros do setor artístico no Brasil e em países como Argentina, Chile, Peru, México e Espanha. Destaque para o FIT-BH, Festival Latino Americano de Teatro (Santiago do Chile), Festival de Teatro de Girona (Espanha), Prêmio Funarte Nelson Rodrigues e os circuitos EmCenaCatarina e Baú de Histórias (SESC-SC). Sua atuação como produtora se fundamenta na criação de redes a partir da premissa de trabalho colaborativo e participativo, norteando suas parcerias, como a rede Corredor Latino-Americano de Teatro (que atua em diversos países do continente).",15-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-3277-1593
