TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Diálogos com o real: uma balbúrdia na Barra Funda,2013,10.11606/issn.2238-3867.v13i2p93-104,Português,Sala Preta (USP),XX,1519-5279,['Carina Maria Guimarães Moreira'],['1'],['1'],-99
VISÕES DA ALDEIA: UMA ANÁLISE DO ESPETÁCULO BARAFONDA,2014,,Português,O Percevejo Online,XX,2176-7017,['Carina Maria Guimarães Moreira'],['1'],['1'],-99
A poli-tica do grupo: modos de produc-a-o como ato poli-tico,2015,10.11606/issn.2238-3867.v15i1p288-298,Português,Revista Sala Preta Eletrônica,A3,2238-3867,['Carina Maria Guimarães Moreira'],['1'],['1'],-99
Intervenção como interrupção: práticas políticas na cena paulistana contemporânea,2016,,Português,Pitágoras 500 - Revista de estudos Teatrais,A4,2237-387X,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella']","['1', '2']",['1'],-99
Cultura Popular Negra e Subalternidade: uma análise do espetáculo Zumbi de João das Neves,2019,10.1590/2237-266078813,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Carina Maria Guimarães Moreira'],['1'],['1'],-99
Madame Satã: um musical brasileiro,2019,10.20396/pita.v9i2.8657514,Português,Revista de Estudos Teatrais Pitágoras,A4,2237-387X,['Carina Maria Guimarães Moreira'],['1'],['1'],-99
Práticas laboratoriais e a história na cena: tecnologia e iluminação na cena épica de Piscator,2020,10.5965/1414573101372020035,Português,Urdimento - Revista de Estudos em Artes Cênicas,A1,2358-6958,"['Carina Maria Guimarães Moreira', 'NOSELLA, BERILO LUIGI DEIRÓ']","['1', '2']",['1'],-99
Fuzuê,2020,10.11606/issn.2238-3867.v20i1p123-134,Português,Revista Sala Preta Eletrônica,A3,2238-3867,"['Carina Maria Guimarães Moreira', 'DIAS, RAYLA']","['1', '2']",['1'],-99
Teatro com e para caminhoneiros e caminhoneiras e as ideias de Paulo Freire para a educação libertadora,2021,10.5212/PraxEduc.v.16.16567.045,Português,PRÁXIS EDUCATIVA (IMPRESSO),A1,1809-4031,"['SILVA, JOSEMIR MEDEIROS DA', 'Carina Maria Guimarães Moreira', 'TODARO, MÔNICA DE ÁVILA']","['1', '2', '3']",['2'],-99
Barafonda: dialética da tragédia  cotidiana,2015,,Português,Revista de Estudos Teatrais Pitágoras,A4,2237-387X,['Carina Maria Guimarães Moreira'],['1'],['1'],-99
