PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Articulando pedagogias do Movimento e Poéticas da Cena,2008,2010,PESQUISA,['Adilson Roberto Siqueira'],['SIM']
"Enquanto isso: performance, decolonidade e mudança climática - porosidades",2021,ATUAL,PESQUISA,"['Adilson Roberto Siqueira', 'Gracia Maria Navarro', 'Zeca Ligiéro']","['SIM', 'NAO', 'NAO']"
"Grupo Transdisciplinar de Pesquisa em Artes, Culturas e Sustentabilidade",2009,ATUAL,PESQUISA,"['Adilson Roberto Siqueira', 'Zandra Coelho de Miranda Santos', 'Claudio Albertos dos Santos', 'Paulo Roberto Caetano', 'Filomena Maria Avelina Bomfim']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"PIBID-Teatro: Jogo da Arte, Performance e Sustentabilidade",2010,ATUAL,OUTRA,"['Adilson Roberto Siqueira', 'Marcelo Eduardo Rocco de Gasperi']","['SIM', 'NAO']"
Programa Institucional de Bolsa de Iniciação à Docência - PIBID,2012,ATUAL,DESENVOLVIMENTO,['Adilson Roberto Siqueira'],['SIM']
Movère: Ecopoeticas cenicas e corporais,2009,ATUAL,PESQUISA,"['Adilson Roberto Siqueira', 'ANA PAULA GOMES DA ROCHA', 'CAMILA DE FREITAS RIBEIRO', 'Genilson Antonio Ferreira', 'Gisele Mara Raimundo', 'Luis Carlos Firmato Silva Lebre', 'Virgilio Dangelo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Grupo Transdisciplinas em Artes, Urbanidades e Sustentabilidade",2009,ATUAL,EXTENSAO,"['Adilson Roberto Siqueira', 'Filomena Maria Avelina Bomfim', 'Danielle Rodrigues de Moraes', 'Glauco M. dos Santos', 'Zandra Cardoso de Miranda', 'Juliana Reis Monteiro dos Santos', 'Paulo Henrique Caetano', 'Flavio Luiz Schiavoni', 'Alessandra de Falco Brasileiro', 'Rita de Cassia Santos Buarque de Gusmao', 'Julian Stemer']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Bioperformance,2013,2015,PESQUISA,"['Adilson Roberto Siqueira', 'Carolina de Pinho Barroso Magalhães', 'Priscila Correia Fernandes', 'Tania Alice Feix']","['SIM', 'NAO', 'NAO', 'NAO']"
"Proposta de Criação do Programa Interdepartamental de Pós-graduação Interdisciplinar em Artes, Urbamidades e sustentabilidas",2014,ATUAL,OUTRA,"['Adilson Roberto Siqueira', 'Zandra Coelho de Miranda Santos', 'Adriana Gomes do Nascimento', 'Marcia Saeko Hirata']","['SIM', 'NAO', 'NAO', 'NAO']"
"Ecopoéticas urbanas, performáticas e artivistas: narrativas, práticas e ações contra-hegemonicas sustentáveis sobre o antropoceno e a mudança climática (Laboratório de Ecopoéticas - ECOLAB)",2016,ATUAL,EXTENSAO,"['Adilson Roberto Siqueira', 'Flavio Luiz Schiavoni', 'Romiria Penha Turchetti', 'tais carvalho soares', 'Karla Maria de Oliveira Pereira', 'natalia carolina', 'ana luiza ribeiro carvalho', 'Geraldo Saldanha', 'Diego Machado']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Ecopoéticas urbanas, performáticas e artivistas: narrativas, práticas e ações contra-hegemonicas sustentáveis sobre o antropoceno e a mudança climática (Laboratório de Ecopoéticas - ECOLAB)",2016,ATUAL,PESQUISA,"['Adilson Roberto Siqueira', 'Filomena Maria Avelina Bomfim', 'Adriana Gomes do Nascimento', 'Marcia Saeko Hirata', 'Flavio Luiz Schiavoni']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Ecopoéticas cênicas e Performaticas: Laboratório de Ecopoéticas (ECOLAB),2017,ATUAL,PESQUISA,"['Adilson Roberto Siqueira', 'Genilson Antonio Ferreira', 'Geraldo Saldanha', 'Natalia Carolina de Oliveira Souza', 'Valeria Pereira Freitas', 'Diego Alexandre Machado de Souza', 'Bruna Guimarães Lima e Silva', 'Patrick Veniali da Silva', 'Aneliza Rodrigues Prado', 'Aretha Brito de Lima', 'Douglas Fumes Rodrigues', 'João Lucas Ruas Teixeira', 'Ívyla Nascimento da Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Performando com o SARS-CoV2: Novas Possibilidades Performativas pós-COVID19,2020,ATUAL,PESQUISA,"['Adilson Roberto Siqueira', 'Patrick Veniali da Silva', 'Aneliza Rodrigues Prado', 'Ívyla Nascimento da Silva', 'Wanderson Martins André Martins Pereira', 'Jéssica Felipe Tavares', 'Ana Cristina Martins Dias', 'Regilan Deusamar Pereira', 'Lucas Estevão']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
NAST - Nucleo de Artes e Sustentabilidade,2012,ATUAL,EXTENSAO,"['Adilson Roberto Siqueira', 'CAMILA DE FREITAS RIBEIRO', 'Genilson Antonio Ferreira', 'Isis Bey Braga Trindade', 'Victor Hugo Gois', 'Bruna Capanema Duarte', 'Naiara Virgínia da Silva', 'Glauco M. dos Santos', 'Zandra Cardoso de Miranda', 'Karine Carraro']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Movère: Ecopoéticas cênicas,2009,ATUAL,EXTENSAO,"['Adilson Roberto Siqueira', 'ANA PAULA GOMES DA ROCHA', 'Genilson Antonio Ferreira', 'Gisele Mara Raimundo', 'Geraldo Saldanha', 'Natalia Carolina de Oliveira Souza', 'Valeria Pereira Freitas', 'Diego Alexandre Machado de Souza']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Murundum: Grupo de Dança Contemporanea da UFSJ,2013,ATUAL,EXTENSAO,"['Adilson Roberto Siqueira', 'Juliana Reis Monteiro dos Santos', 'Giselle Mara Raimundo']","['SIM', 'NAO', 'NAO']"
"Ecopoéticas Cênicas, Performáticas e Transdisciplinares (pós-doc)",2015,2016,PESQUISA,"['Adilson Roberto Siqueira', 'Flora Cunha Lucena', 'Giselle Mara Raimundo', 'Tania Alice Feix', 'Hana Brener Mockdece']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
