TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Um teatro para o povo a trajetoria do teatro de Cultura Popular de Pernambuco,1999,,Português,ArtCultura (UFU),A3,1516-8603,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Uma Voz na Multidão: teatro de rua e exclusão social no Brasil,1998,,Português,Revista do Ateneu Angrense de Letras e Artes,XX,-,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
GRANDE OTELO: a performance de um ator brasileiro,1999,,Português,Cadernos do GIPE-CIT (UFBA),C,1516-0173,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Investigar e criar: questões metodológicas para uma possível história do espetáculo,1999,,Português,Cadernos de Pesquisa do CDHIS,XX,-,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Rastreando indícios,1999,,Português,Revista Odisseo,XX,-,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Rastreando Indícios: os artistas de rua na cidade do Rio de Janeiro,2000,,Português,História &amp; Perspectivas,XX,0103-409X,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Revolucena e o teatro de rua no Sul Fluminense,2001,,Português,Folhetim (Rio de Janeiro),C,1415-370X,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
A Cidade como Personagens: considerações sobre o teatro de rua dos Grupos Revolucena e Dia a Dia,2000,,Português,Urdimento (UDESC),A1,1414-5731,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
O Grotesco na dramaturgia de Ariano Suassuna,2002,,Português,Latin American Theatre Review,B3,0023-8813,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
O ator e o espaço cênico: questões para pensar o teatro de rua brasileiro,2002,,Português,Revista do Lume (UNICAMP),XX,1518-2800,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Com fé e folia: a performance do palhaço da Folia de Reis no Triângulo Mineiro,2004,,Português,OPSIS (UFG),XX,1519-3276,"['Narciso Larangeira Telles da Silva', 'Vanilton Alves Freitas']","['1', '2']",['1'],-99
Criação coletiva: caminhos para uma prática teatral,2004,,Português,Trupe,XX,-,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Serra Serra Serrador; historia y cultura popular en la escena de la calle,2004,,Espanhol,Conjunto Revista de Teatro Latinoamericano,C,0010-5937,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Notas acerca da atuação em espetáculo teatral de rua,2006,,Português,OuvirOUver (Uberlândia),A2,1809-290X,"['Luciana do Carmo Fontes', 'Lilian Morais de Paiva', 'Narciso Larangeira Telles da Silva']","['1', '2', '3']",['3'],-99
A pedagogia da Tribo de Atuadores Oi Nóis Aqui Traveiz,2008,,Português,Cavalo Louco,C,1982-7180,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Modo(s) formativo(s) do ator: apontamentos sobre a pedagogia do Grupo Tá na Rua,2005,,Português,O Teatro Transcende,XX,1516-7739,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
A pedagogia teatral do Grupo Yuyachkani: pontuações críticas e etnografia,2008,,Português,Gestos (Irvine),B3,1040-483X,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
"Apontamentos sobre o(s) modo(s) de formação de atores, em foco: Leopoldo Fróis",2009,,Português,Urdimento (UDESC),A1,1414-5731,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
"Artaud, Arrabal e nós: estudo de processo de criação cênica",2011,,Português,Urdimento (UDESC),A1,1414-5731,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Grupo Yuyachkani: pedagogia e memória,2011,,Português,Urdimento (UDESC),A1,1414-5731,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
CRIAÇÃO E CENA CONTEMPORÂNEA: POSSIBILIDADES DE AÇÃO VOCAL A PARTIR DOS VIEWPOINTS,2011,,Português,Moringa (João Pessoa),XX,1980-8348,"['Narciso Larangeira Telles da Silva', 'Marcella Prado Ferrreira']","['1', '2']",['1'],-99
Escola: memória e micropolítica na cena contemporânea latinoamericano,2014,,Português,Cartografias.mitsp,NP,2357-7487,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
A PRÁTICA DO COLETIVO TEATRO DA MARGEM: teatro de grupo e a formação universitária,2014,,Português,Moringa - Artes do Espetáculo (UFPB),A3,2177-8841,"['Narciso Larangeira Telles da Silva', 'Getulio Gois de Araújo']","['1', '2']",['1'],-99
Oficina de teatro de rua utilizando a literatura de cordel: um olhar-fazer etnográfico sobre a pedagogia teatral do grupo Imbuaça,2013,,Português,Ouvirouver (Online),XX,1983-1005,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
MEMÓRIAS E[M] IMAGENS: prática do Coletivo Teatro da Margem com os viewpoints e composição em A Saga no Sertão da Farinha Podre,2014,,Português,Rascunhos - Caminhos da Pesquisa em Artes Cênicas,A4,2358-3703,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Memorial de silencios y margaritas y Escuela: memoria y micropolítica en la escena latinoamericana contemporánea,2014,,Português,Conjunto,C,0010-5937,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
ENSINO SUPERIOR: REFLETINDO SOBRE A PROFISSIONALIZAÇÃO DOCENTE,2015,,Português,Ensino em Revista,XX,1983-1730,"['Narciso Larangeira Telles da Silva', 'Paloma Bezerra', 'Silvana Malusá']","['1', '2', '3']",['1'],-99
Osvaldo Dragún. Um homem-teatro,2015,,Português,Cavalo Louco,C,1982-7180,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
"Práticas, princípios e conceitos: os viewpoints e os jogos teatrais em oficinas com professores",2015,,Português,Lamparina: Revista de Ensino do Teatro,C,2177-6121,"['Narciso Larangeira Telles da Silva', 'Adriana Moreira Silva']","['1', '2']",['1'],-99
Representação e Ética,2017,10.14393/ouv20-v13n1a2017-12,Português,OUVIROUVER (ONLINE),XX,1983-1005,"['Narciso Larangeira Telles da Silva', 'Renato Ferracini', 'CARVALHO, Ana Maria de Bulhões', 'CARREIRA, André']","['1', '2', '3', '4']",['1'],-99
O teatro historiando as ruas: ?Serra-Serra Serrador?,2019,,Português,RECONCAVO: REVISTA DE HISTÓRIA DA UNIABEU,B2,2238-2127,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
"Práticas eróticas, saborosas e cidadãs",2019,,Português,cartografias.MITsp -  Revista de Artes Cênicas,NP,2357-7487,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
Mensagens/Cartas trocadas sobre Tempos de Errância em tempos de pandemia,2020,10.14393/issn2358-3703.v7n2a2020-03,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,"['CARVALHO, DIRCE HELENA', 'Narciso Larangeira Telles da Silva']","['1', '2']",['2'],-99
Notas de Criação -Audiodrama ?Uma Mosca verde e brilhante ou Quando a morte vem sozinha?,2021,10.14393/issn2358-3703.v8n1a2021-23,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,"['Narciso Larangeira Telles da Silva', 'Leonel Martins Carneiro']","['1', '2']",['1'],-99
Poéticas do Compartilhamento: saberes e sabores,2022,10.22456/2236-3254.122172,Português,REVISTA CENA,XX,2236-3254,"['Narciso Larangeira Telles da Silva', 'TROTTA, ROSYANE']","['1', '2']",['1'],-99
#4 - Escritos esparsos sobre direção e teatro de grupo,2015,,Português,Subtexto (Belo Horizonte),C,1807-5959,['Narciso Larangeira Telles da Silva'],['1'],['1'],-99
